1.000287043775617696e-01 1.000292050486051576e-01 1.000298383441791394e-01 1.007298670499937598e+00 1.000283731410391980e-01 7.494613518607278024e+01 1.000293505935854060e-01 4.434636210034382486e+01 1.000292884376046548e-01 1.000292831408477884e-01
1.000290333858454422e-01 1.000296953777473352e-01 1.000291956216624173e-01 1.000290561780598220e-01 1.000289076711421699e-01 2.508798340272151606e+01 1.000291534549216099e-01 5.141548148161150777e+01 1.000288306791818072e-01 6.179633124329839688e+01
1.000278374807029996e-01 1.000295741252541643e-01 1.000297352087702596e-01 6.608464790947685685e+00 1.000293471778302273e-01 1.000291272397638015e-01 1.000297473959654571e-01 6.433164260709462212e+01 1.000295651853466972e-01 6.435968766814401931e+01
1.000292353297240616e-01 1.000298498985651985e-01 1.000287296795024511e-01 6.529417523116693189e+01 1.000296242565456711e-01 1.000295249371432743e-01 1.000293411020571899e-01 1.000298703742686646e-01 1.000300380665086891e-01 1.290558855518876058e+01
1.000293514575372883e-01 1.000283309773982443e-01 1.000301270465843856e-01 4.588516952529610649e+01 1.000299845245605224e-01 4.031459485897007511e+01 1.000302495455867025e-01 1.000290412475151602e-01 1.000296911018992568e-01 1.000288398327285749e-01
1.000277895677992440e-01 1.000297634987419998e-01 1.000285344462631537e-01 1.000290111430264944e-01 1.000294562023505973e-01 1.000362259219078898e-01 6.009973118490729149e+01 1.000292681596040567e-01 1.000293404231621525e-01 1.000294257298374456e-01
1.000290985160323110e-01 1.000297151703545412e-01 1.000297669755240565e-01 1.000280536478368454e-01 1.000297503627599616e-01 1.101479853343075632e+02 1.000286314589202419e-01 3.051781109856591900e+00 1.000285398042608381e-01 1.000299999001415252e-01
1.000281621904414858e-01 1.000282680886845077e-01 1.000295495193789380e-01 8.913468690483541934e+01 1.000290821037853883e-01 1.000297616538299572e-01 1.000291157284778076e-01 3.128987175122608377e-01 1.000294725752328140e-01 4.885221096579250855e+01
1.000281672230180774e-01 1.000282031803190891e-01 1.000287899158937288e-01 1.296458336205440709e+00 1.000288264151072692e-01 1.000292577032109581e-01 1.000295342219393452e-01 1.000293379499687246e-01 1.000287400365817841e-01 9.990331080714850032e+01
1.000282735394962957e-01 1.000295241868064400e-01 1.000296145782815505e-01 1.000296030835998579e-01 1.140997378667626947e+02 1.000286816634267800e-01 1.000291229239445717e-01 1.000289577519210826e-01 1.000288651236458798e-01 1.000294903861897178e-01
1.000286032534235953e-01 1.000290473715386430e-01 6.757083916064292595e+00 1.000307247234301228e-01 1.000290090881333638e-01 1.000298838858930811e-01 3.400519171801412721e+00 1.000294540007618804e-01 1.000289360872892858e-01 6.214219125372382280e+01
1.000299915284304508e-01 1.000291558846254092e-01 1.000289092453091055e-01 9.635628041627238360e+01 1.000290942919257464e-01 1.000296023420341324e-01 3.584348473717724914e+01 1.000293053137318311e-01 1.000293260761484504e-01 1.000294618682000536e-01
1.000285583385412957e-01 1.000288025544320697e-01 1.000300203820296968e-01 1.000300099206094667e-01 1.000297519458127060e-01 4.899533581984529462e+01 3.248363534887629811e+01 1.000297792565777583e-01 1.000299736781370130e-01 4.082082193520228941e+01
1.000284718291304664e-01 1.000281182267670765e-01 1.000284774980845781e-01 1.000297639555426110e-01 1.000294077365330853e-01 3.712537734757046337e+01 8.707439031199926660e+01 1.000295100049543584e-01 1.000291472173965301e-01 1.000294439618458348e-01
1.000291944510281472e-01 5.523252151285172573e+01 1.000293151445190015e-01 1.000297452852917102e-01 1.000291425519505700e-01 7.809870847947944128e+01 1.000297109882229973e-01 1.000297013149035186e-01 1.000292809604194921e-01 2.696856391697246380e+01
1.000289409194668744e-01 1.000295233820025081e-01 1.708058294937560717e+01 1.000300512862885710e-01 4.709682973394722438e+01 1.000300579078546442e-01 1.000295918856351773e-01 2.059451086088106564e+01 1.297520517112006466e+01 8.475272311929479940e+01
1.000296949459730245e-01 1.000293901741452357e-01 1.000291812591678209e-01 4.574606711723484409e+01 1.000296224678428464e-01 1.000288537155400170e-01 1.000300213704012064e-01 5.145369666174027401e+01 1.000299217158452519e-01 1.000295353759392963e-01
1.000284322951515426e-01 1.000271950229053713e-01 1.000292099692111636e-01 1.000292116082166505e-01 1.000300451916479177e-01 4.563115487172778728e+01 1.000302566755999767e-01 1.000287980982849656e-01 1.000288892522153555e-01 4.056861309015897632e+01
1.000296326767654703e-01 1.000289623950106066e-01 1.000295549771106907e-01 3.066748876418539993e+01 1.000289672381486361e-01 1.318693040640833374e+02 1.000297269006420187e-01 1.000295912500155648e-01 1.000287678867736590e-01 2.763001968406757047e+00
1.000297404688729047e-01 1.000286070609553851e-01 1.000287181981640711e-01 6.958732374919408414e+01 1.000296205993566334e-01 1.000296024246086213e-01 1.000295339766823222e-01 7.061244175899874165e+01 1.000292693014046136e-01 1.000293997771085908e-01
1.000285693115701841e-01 1.000293318791944247e-01 6.046655382212358631e+01 1.000291020987107843e-01 1.000295329835097918e-01 1.173321377094323559e+01 1.000293876264273518e-01 1.000291258405264366e-01 1.000291113381269192e-01 1.000282458551161185e-01
1.000292127484297411e-01 1.000294092815897651e-01 1.000296783592433264e-01 1.000295650474884862e-01 1.000295253294079534e-01 1.248774432797317502e+02 3.884380535851722271e+01 6.157854514316804284e+01 1.000294101104770711e-01 1.000294177063384277e-01
1.000298777019092006e-01 6.742925276162422676e+01 1.000297764674096812e-01 1.000296378148053944e-01 1.000300706699291386e-01 1.000300168134448109e-01 1.000296950513296090e-01 5.308882975267476212e+01 1.000296847872860218e-01 9.781708726394887421e+00
1.000290906386112344e-01 1.000290633935142781e-01 1.000290981603990520e-01 1.000295363819006939e-01 1.000288268808776776e-01 1.000288123251051042e-01 1.000300076986401776e-01 1.000348502650632576e-01 1.000282970241719444e-01 1.600997324172317349e+02
